_id,model_year,make,model,vehicle_class,motor_(kw),transmission,fuel_type,city_(kwh/100_km),highway_(kwh/100_km),combined_(kwh/100_km),city_(le/100_km),highway_(le/100_km),combined_(le/100_km),range_(km),co2_emissions_(g/km),co2_rating,smog_rating,recharge_time_(h),display_name
26352,2025,Porsche,Taycan Turbo S Cross Turismo Mid-size 570 kW Automatic 2-Gear,Mid-size,570,A2,B,26.5,27.8,27.1,3.0,3.1,3.0,420,0,10,10,13,2025 Porsche Taycan Turbo S Cross Turismo Mid-size 570 kW Automatic 2-Gear
26353,2025,Porsche,Taycan Turbo GT Compact 580 kW Automatic 2-Gear,Compact,580,A2,B,24.3,26.8,25.4,2.7,3.0,2.9,444,0,10,10,13,2025 Porsche Taycan Turbo GT Compact 580 kW Automatic 2-Gear
26354,2025,Porsche,Taycan Turbo GT with Weissach Package Compact 580 kW Automatic 2-Gear,Compact,580,A2,B,24.7,27.5,25.9,2.8,3.1,2.9,433,0,10,10,13,2025 Porsche Taycan Turbo GT with Weissach Package Compact 580 kW Automatic 2-Gear
26355,2025,Rivian,"R1S Dual Standard (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,24.6,29.1,26.6,2.8,3.3,3.0,415,0,10,10,9.5,"2025 Rivian R1S Dual Standard (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26356,2025,Rivian,"R1S Dual Standard (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,22.8,27.2,24.8,2.6,3.1,2.8,435,0,10,10,9.5,"2025 Rivian R1S Dual Standard (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26357,2025,Rivian,"R1S Dual Large (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,24.6,29.1,26.6,2.8,3.3,3.0,483,0,10,10,12,"2025 Rivian R1S Dual Large (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26358,2025,Rivian,"R1S Dual Large (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,22.3,27.3,24.5,2.5,3.1,2.8,529,0,10,10,12,"2025 Rivian R1S Dual Large (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26359,2025,Rivian,"R1S All-Terrain Dual Large (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,25.6,30.0,27.6,2.9,3.4,3.1,465,0,10,10,12,"2025 Rivian R1S All-Terrain Dual Large (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26360,2025,Rivian,"R1S AT Performance Dual Large (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,25.6,30.0,27.6,2.9,3.4,3.1,465,0,10,10,12,"2025 Rivian R1S AT Performance Dual Large (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26361,2025,Rivian,"R1S Performance Dual Large (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,24.6,29.1,26.6,2.8,3.3,3.0,483,0,10,10,12,"2025 Rivian R1S Performance Dual Large (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26362,2025,Rivian,"R1S Performance Dual Large (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,22.3,27.3,24.5,2.5,3.1,2.8,529,0,10,10,12,"2025 Rivian R1S Performance Dual Large (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26363,2025,Rivian,"R1S Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,24.8,29.3,26.8,2.8,3.3,3.0,510,0,10,10,12,"2025 Rivian R1S Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26364,2025,Rivian,"R1S Dual Large Plus (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,23.5,27.8,25.4,2.6,3.1,2.9,541,0,10,10,12,"2025 Rivian R1S Dual Large Plus (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26365,2025,Rivian,"R1S All-Terrain Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,27.5,31.1,29.1,3.1,3.5,3.3,470,0,10,10,12,"2025 Rivian R1S All-Terrain Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26366,2025,Rivian,"R1S AT Performance Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,27.5,31.1,29.1,3.1,3.5,3.3,470,0,10,10,12,"2025 Rivian R1S AT Performance Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26367,2025,Rivian,"R1S Performance Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,24.8,29.3,26.8,2.8,3.3,3.0,510,0,10,10,12,"2025 Rivian R1S Performance Dual Large Plus (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26368,2025,Rivian,"R1S Performance Dual Large Plus (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,23.5,27.8,25.4,2.6,3.1,2.9,541,0,10,10,12,"2025 Rivian R1S Performance Dual Large Plus (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26369,2025,Rivian,"R1S Dual Max (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,24.2,28.3,26.1,2.7,3.2,2.9,612,0,10,10,15,"2025 Rivian R1S Dual Max (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26370,2025,Rivian,"R1S Dual Max (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,22.9,27.1,24.8,2.6,3.0,2.8,660,0,10,10,15,"2025 Rivian R1S Dual Max (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26371,2025,Rivian,"R1S All-Terrain Dual Max (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,25.5,28.5,26.9,2.9,3.2,3.0,595,0,10,10,15,"2025 Rivian R1S All-Terrain Dual Max (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26372,2025,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,25.5,28.5,26.9,2.9,3.2,3.0,595,0,10,10,15,"2025 Rivian R1S All-Terrain Performance Dual Max (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26373,2025,Rivian,"R1S Performance Dual Max (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,24.2,28.3,26.1,2.7,3.2,2.9,612,0,10,10,15,"2025 Rivian R1S Performance Dual Max (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26374,2025,Rivian,"R1S Performance Dual Max (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,22.9,27.1,24.8,2.6,3.0,2.8,660,0,10,10,15,"2025 Rivian R1S Performance Dual Max (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26375,2025,Rivian,"R1S Tri Max (22"" Wheels) Sport utility vehicle: Standard 634 kW Automatic 1-Gear",Sport utility vehicle: Standard,634,A1,B,25.8,30.0,27.7,2.9,3.4,3.1,597,0,10,10,15,"2025 Rivian R1S Tri Max (22"" Wheels) Sport utility vehicle: Standard 634 kW Automatic 1-Gear"
26376,2025,Rivian,"R1S All-Terrain Tri Max (20"" Wheels) Sport utility vehicle: Standard 634 kW Automatic 1-Gear",Sport utility vehicle: Standard,634,A1,B,29.2,33.2,31.0,3.3,3.7,3.5,529,0,10,10,15,"2025 Rivian R1S All-Terrain Tri Max (20"" Wheels) Sport utility vehicle: Standard 634 kW Automatic 1-Gear"
26377,2025,Rivian,"R1T Dual Standard (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,24.6,29.1,26.6,2.8,3.3,3.0,415,0,10,10,9.5,"2025 Rivian R1T Dual Standard (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26378,2025,Rivian,"R1T Dual Standard (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,22.8,27.2,24.8,2.6,3.1,2.8,435,0,10,10,9.5,"2025 Rivian R1T Dual Standard (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26379,2025,Rivian,"R1T Dual Large (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,24.6,29.1,26.6,2.8,3.3,3.0,483,0,10,10,12,"2025 Rivian R1T Dual Large (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26380,2025,Rivian,"R1T Dual Large (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,22.3,27.3,24.5,2.5,3.1,2.8,529,0,10,10,12,"2025 Rivian R1T Dual Large (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26381,2025,Rivian,"R1T All-Terrain Dual Large (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,25.6,30.0,27.6,2.9,3.4,3.1,465,0,10,10,12,"2025 Rivian R1T All-Terrain Dual Large (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26382,2025,Rivian,"R1T AT Performance Dual Large (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,25.6,30.0,27.6,2.9,3.4,3.1,465,0,10,10,12,"2025 Rivian R1T AT Performance Dual Large (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26383,2025,Rivian,"R1T Performance Dual Large (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,24.6,29.1,26.6,2.8,3.3,3.0,483,0,10,10,12,"2025 Rivian R1T Performance Dual Large (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26384,2025,Rivian,"R1T Performance Dual Large (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,22.3,27.3,24.5,2.5,3.1,2.8,529,0,10,10,12,"2025 Rivian R1T Performance Dual Large (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26385,2025,Rivian,"R1T Dual Large Plus (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,24.8,29.3,26.8,2.8,3.3,3.0,510,0,10,10,12,"2025 Rivian R1T Dual Large Plus (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26386,2025,Rivian,"R1T Dual Large Plus (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,23.5,27.8,25.4,2.6,3.1,2.9,541,0,10,10,12,"2025 Rivian R1T Dual Large Plus (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26387,2025,Rivian,"R1T All-Terrain Dual Large Plus (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,27.5,31.1,29.1,3.1,3.5,3.3,470,0,10,10,12,"2025 Rivian R1T All-Terrain Dual Large Plus (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26388,2025,Rivian,"R1T AT Performance Dual Large Plus (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,27.5,31.1,29.1,3.1,3.5,3.3,470,0,10,10,12,"2025 Rivian R1T AT Performance Dual Large Plus (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26389,2025,Rivian,"R1T Performance Dual Large Plus (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,24.8,29.3,26.8,2.8,3.3,3.0,510,0,10,10,12,"2025 Rivian R1T Performance Dual Large Plus (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26390,2025,Rivian,"R1T Performance Dual Large Plus (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,23.5,27.8,25.4,2.6,3.1,2.9,541,0,10,10,12,"2025 Rivian R1T Performance Dual Large Plus (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26391,2025,Rivian,"R1T Dual Max (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,24.2,28.3,26.1,2.7,3.2,2.9,612,0,10,10,15,"2025 Rivian R1T Dual Max (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26392,2025,Rivian,"R1T Dual Max (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,22.5,26.1,24.1,2.5,2.9,2.7,676,0,10,10,15,"2025 Rivian R1T Dual Max (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26393,2025,Rivian,"R1T All-Terrain Dual Max (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,25.5,28.5,26.9,2.9,3.2,3.0,595,0,10,10,15,"2025 Rivian R1T All-Terrain Dual Max (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26394,2025,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,25.5,28.5,26.9,2.9,3.2,3.0,595,0,10,10,15,"2025 Rivian R1T All-Terrain Performance Dual Max (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26395,2025,Rivian,"R1T Performance Dual Max (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,24.2,28.3,26.1,2.7,3.2,2.9,612,0,10,10,15,"2025 Rivian R1T Performance Dual Max (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26396,2025,Rivian,"R1T Performance Dual Max (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,22.5,26.1,24.1,2.5,2.9,2.7,676,0,10,10,15,"2025 Rivian R1T Performance Dual Max (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26397,2025,Rivian,"R1T Tri Max (22"" Wheels) Pickup truck: Standard 634 kW Automatic 1-Gear",Pickup truck: Standard,634,A1,B,25.8,30.0,27.7,2.9,3.4,3.1,597,0,10,10,15,"2025 Rivian R1T Tri Max (22"" Wheels) Pickup truck: Standard 634 kW Automatic 1-Gear"
26398,2025,Rivian,"R1T All-Terrain Tri Max (20"" Wheels) Pickup truck: Standard 634 kW Automatic 1-Gear",Pickup truck: Standard,634,A1,B,29.2,33.2,31.0,3.3,3.7,3.5,529,0,10,10,15,"2025 Rivian R1T All-Terrain Tri Max (20"" Wheels) Pickup truck: Standard 634 kW Automatic 1-Gear"
26399,2025,Rolls-Royce,"Spectre (22"" Wheels) Compact 430 kW Automatic 1-Gear",Compact,430,A1,B,28.4,25.5,27.1,3.2,2.9,3.0,446,0,10,10,12,"2025 Rolls-Royce Spectre (22"" Wheels) Compact 430 kW Automatic 1-Gear"
26400,2025,Rolls-Royce,"Spectre (23"" Wheels) Compact 430 kW Automatic 1-Gear",Compact,430,A1,B,31.2,27.9,29.7,3.5,3.1,3.3,407,0,10,10,12,"2025 Rolls-Royce Spectre (23"" Wheels) Compact 430 kW Automatic 1-Gear"
26401,2025,Rolls-Royce,"Black Badge Spectre (22"" Wheels) Compact 485 kW Automatic 1-Gear",Compact,485,A1,B,29.8,26.3,28.2,3.4,3.0,3.2,428,0,10,10,12,"2025 Rolls-Royce Black Badge Spectre (22"" Wheels) Compact 485 kW Automatic 1-Gear"
26402,2025,Rolls-Royce,"Black Badge Spectre (23"" Wheels) Compact 485 kW Automatic 1-Gear",Compact,485,A1,B,31.2,28.5,30.0,3.5,3.2,3.4,404,0,10,10,12,"2025 Rolls-Royce Black Badge Spectre (23"" Wheels) Compact 485 kW Automatic 1-Gear"
26403,2025,Tesla,Cybertruck AWD Pickup truck: Standard 449 kW Automatic 1-Gear,Pickup truck: Standard,449,A1,B,24.8,29.0,26.7,2.8,3.3,3.0,523,0,10,10,11.7,2025 Tesla Cybertruck AWD Pickup truck: Standard 449 kW Automatic 1-Gear
26404,2025,Tesla,Model 3 Long Range-I Mid-size 225 kW Automatic 1-Gear,Mid-size,225,A1,B,14.5,16.3,15.3,1.6,1.8,1.7,584,0,10,10,12,2025 Tesla Model 3 Long Range-I Mid-size 225 kW Automatic 1-Gear
26405,2025,Tesla,Model 3 Long Range AWD-I Mid-size 296 kW Automatic 1-Gear,Mid-size,296,A1,B,15.3,16.9,16.1,1.7,1.9,1.8,550,0,10,10,12,2025 Tesla Model 3 Long Range AWD-I Mid-size 296 kW Automatic 1-Gear
26406,2025,Tesla,Model 3 Performance-I Mid-size 380 kW Automatic 1-Gear,Mid-size,380,A1,B,18.5,20.1,19.2,2.1,2.3,2.2,478,0,10,10,12,2025 Tesla Model 3 Performance-I Mid-size 380 kW Automatic 1-Gear
26407,2025,Tesla,Model S Full-size 491 kW Automatic 1-Gear,Full-size,491,A1,B,15.9,18.0,16.9,1.8,2.0,1.9,660,0,10,10,10,2025 Tesla Model S Full-size 491 kW Automatic 1-Gear
26408,2025,Tesla,"Model S Plaid (19"" Wheels) Full-size 750 kW Automatic 1-Gear",Full-size,750,A1,B,19.4,21.1,20.2,2.2,2.4,2.3,560,0,10,10,14,"2025 Tesla Model S Plaid (19"" Wheels) Full-size 750 kW Automatic 1-Gear"
26409,2025,Tesla,"Model S Plaid (21"" Wheels) Full-size 750 kW Automatic 1-Gear",Full-size,750,A1,B,21.6,23.5,22.5,2.4,2.6,2.5,502,0,10,10,14,"2025 Tesla Model S Plaid (21"" Wheels) Full-size 750 kW Automatic 1-Gear"
26410,2025,Tesla,Model X Sport utility vehicle: Standard 491 kW Automatic 1-Gear,Sport utility vehicle: Standard,491,A1,B,20.4,22.3,21.3,2.3,2.5,2.4,529,0,10,10,14,2025 Tesla Model X Sport utility vehicle: Standard 491 kW Automatic 1-Gear
26411,2025,Tesla,"Model X Plaid (20"" Wheels) Sport utility vehicle: Standard 690 kW Automatic 1-Gear",Sport utility vehicle: Standard,690,A1,B,21.3,23.5,22.3,2.4,2.6,2.5,505,0,10,10,14,"2025 Tesla Model X Plaid (20"" Wheels) Sport utility vehicle: Standard 690 kW Automatic 1-Gear"
26412,2025,Tesla,"Model X Plaid (22"" Wheels) Sport utility vehicle: Standard 690 kW Automatic 1-Gear",Sport utility vehicle: Standard,690,A1,B,22.7,24.9,23.7,2.5,2.8,2.7,473,0,10,10,14,"2025 Tesla Model X Plaid (22"" Wheels) Sport utility vehicle: Standard 690 kW Automatic 1-Gear"
26413,2025,Tesla,Model Y Long Range-I Sport utility vehicle: Small 221 kW Automatic 1-Gear,Sport utility vehicle: Small,221,A1,B,15.7,17.9,16.7,1.8,2.0,1.9,525,0,10,10,12,2025 Tesla Model Y Long Range-I Sport utility vehicle: Small 221 kW Automatic 1-Gear
26414,2025,Tesla,Model Y Long Range AWD-I Sport utility vehicle: Small 291 kW Automatic 1-Gear,Sport utility vehicle: Small,291,A1,B,17.1,18.9,17.9,1.9,2.1,2.0,501,0,10,10,12,2025 Tesla Model Y Long Range AWD-I Sport utility vehicle: Small 291 kW Automatic 1-Gear
26415,2025,Tesla,Model Y Performance-I Sport utility vehicle: Small 337 kW Automatic 1-Gear,Sport utility vehicle: Small,337,A1,B,19.0,21.5,20.1,2.1,2.4,2.3,446,0,10,10,12,2025 Tesla Model Y Performance-I Sport utility vehicle: Small 337 kW Automatic 1-Gear
26416,2025,Toyota,bZ4X Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406,0,10,10,11,2025 Toyota bZ4X Sport utility vehicle: Small 150 kW Automatic 1-Gear
26417,2025,Toyota,"bZ4X AWD (18"" Wheels) Sport utility vehicle: Small 160 kW Automatic 1-Gear",Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,0,10,10,11,"2025 Toyota bZ4X AWD (18"" Wheels) Sport utility vehicle: Small 160 kW Automatic 1-Gear"
26418,2025,Toyota,"bZ4X AWD (20"" Wheels) Sport utility vehicle: Small 160 kW Automatic 1-Gear",Sport utility vehicle: Small,160,A1,B,18.8,22.7,20.5,2.1,2.5,2.3,357,0,10,10,11,"2025 Toyota bZ4X AWD (20"" Wheels) Sport utility vehicle: Small 160 kW Automatic 1-Gear"
26419,2025,VinFast,VF7 PLUS Sport utility vehicle: Standard 260 kW Automatic 1-Gear,Sport utility vehicle: Standard,260,A1,B,26.1,29.4,27.6,2.9,3.3,3.1,336,0,10,10,8.5,2025 VinFast VF7 PLUS Sport utility vehicle: Standard 260 kW Automatic 1-Gear
26420,2025,VinFast,VF8 ECO Sport utility vehicle: Standard 260 kW Automatic 1-Gear,Sport utility vehicle: Standard,260,A1,B,27.3,30.5,28.7,3.1,3.4,3.2,412,0,10,10,12,2025 VinFast VF8 ECO Sport utility vehicle: Standard 260 kW Automatic 1-Gear
26421,2025,VinFast,VF8 PLUS Sport utility vehicle: Standard 260 kW Automatic 1-Gear,Sport utility vehicle: Standard,260,A1,B,26.8,29.3,27.9,3.0,3.3,3.1,373,0,10,10,12,2025 VinFast VF8 PLUS Sport utility vehicle: Standard 260 kW Automatic 1-Gear
26422,2025,VinFast,VF8 PLUS Performance Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,45.2,49.8,47.3,5.1,5.6,5.3,378,0,10,10,12,2025 VinFast VF8 PLUS Performance Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26423,2025,VinFast,VF9 ECO Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,27.2,30.2,28.6,3.1,3.4,3.2,518,0,10,10,15,2025 VinFast VF9 ECO Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26424,2025,VinFast,VF9 PLUS Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,29.8,32.3,30.9,3.3,3.6,3.5,462,0,10,10,15,2025 VinFast VF9 PLUS Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26425,2025,Volkswagen,ID.4 Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6,2025 Volkswagen ID.4 Sport utility vehicle: Small 150 kW Automatic 1-Gear
26426,2025,Volkswagen,ID.4 S Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6,2025 Volkswagen ID.4 S Sport utility vehicle: Small 150 kW Automatic 1-Gear
26427,2025,Volkswagen,ID.4 Pro Sport utility vehicle: Small 210 kW Automatic 1-Gear,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8,2025 Volkswagen ID.4 Pro Sport utility vehicle: Small 210 kW Automatic 1-Gear
26428,2025,Volkswagen,ID.4 Pro S Sport utility vehicle: Small 210 kW Automatic 1-Gear,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8,2025 Volkswagen ID.4 Pro S Sport utility vehicle: Small 210 kW Automatic 1-Gear
26429,2025,Volkswagen,ID.4 AWD Pro Sport utility vehicle: Small 250 kW Automatic 1-Gear,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8,2025 Volkswagen ID.4 AWD Pro Sport utility vehicle: Small 250 kW Automatic 1-Gear
26430,2025,Volkswagen,ID.4 AWD Pro S Sport utility vehicle: Small 250 kW Automatic 1-Gear,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8,2025 Volkswagen ID.4 AWD Pro S Sport utility vehicle: Small 250 kW Automatic 1-Gear
26431,2025,Volkswagen,ID.Buzz Pro Minivan 210 kW Automatic 1-Gear,Minivan,210,A1,B,23.2,27.9,25.3,2.6,3.1,2.8,377,0,10,10,9,2025 Volkswagen ID.Buzz Pro Minivan 210 kW Automatic 1-Gear
26432,2025,Volkswagen,ID.Buzz Pro 4MOTION Minivan 250 kW Automatic 1-Gear,Minivan,250,A1,B,24.2,28.4,26.1,2.7,3.2,2.9,372,0,10,10,9,2025 Volkswagen ID.Buzz Pro 4MOTION Minivan 250 kW Automatic 1-Gear
26433,2025,Volvo,EC40 Sport utility vehicle: Small 185 kW Automatic 1-Gear,Sport utility vehicle: Small,185,A1,B,17.8,22.0,19.7,2.0,2.5,2.2,480,0,10,10,8,2025 Volvo EC40 Sport utility vehicle: Small 185 kW Automatic 1-Gear
26434,2025,Volvo,EC40 Twin Sport utility vehicle: Small 300 kW Automatic 1-Gear,Sport utility vehicle: Small,300,A1,B,19.9,23.7,21.6,2.2,2.7,2.4,431,0,10,10,8,2025 Volvo EC40 Twin Sport utility vehicle: Small 300 kW Automatic 1-Gear
26435,2025,Volvo,"EX30 Single Motor Extended Range (18"" Wheels) Sport utility vehicle: Small 200 kW Automatic 1-Gear",Sport utility vehicle: Small,200,A1,B,16.9,20.4,18.4,1.9,2.3,2.1,414,0,10,10,8,"2025 Volvo EX30 Single Motor Extended Range (18"" Wheels) Sport utility vehicle: Small 200 kW Automatic 1-Gear"
26436,2025,Volvo,"EX30 Single Motor Ext Range (19"" and 20"" Wheels) Sport utility vehicle: Small 200 kW Automatic 1-Gear",Sport utility vehicle: Small,200,A1,B,16.5,20.1,18.1,1.9,2.3,2.0,420,0,10,10,8,"2025 Volvo EX30 Single Motor Ext Range (19"" and 20"" Wheels) Sport utility vehicle: Small 200 kW Automatic 1-Gear"
26437,2025,Volvo,EX30 Twin Performance Sport utility vehicle: Small 315 kW Automatic 1-Gear,Sport utility vehicle: Small,315,A1,B,17.8,21.1,19.3,2.0,2.4,2.2,402,0,10,10,8,2025 Volvo EX30 Twin Performance Sport utility vehicle: Small 315 kW Automatic 1-Gear
